,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_50_D_0_ConstantTrend_0_exp_1.0_10
0,2000-01-01,0.0976270078546495,0,0.0,0.48431215412066475,0.20426939398398208
1,2000-01-02,0.0976270078546495,0,0.0,0.5791404787067285,0.18578895088663847
2,2000-01-03,0.0976270078546495,0,0.10897663659937938,-0.18158257273119596,0.35650838919129846
3,2000-01-04,0.0976270078546495,0,0.26412174830989754,1.4102046311312142,0.062142209248819205
4,2000-01-05,0.0976270078546495,0,0.44908680630396475,-0.3744716909802062,0.30770351945805213
5,2000-01-06,0.0976270078546495,0,0.6471006914322535,0.27519831557632024,0.13182203965423736
6,2000-01-07,0.0976270078546495,0,0.8567511682907134,-0.9607546117337881,0.36787944117144233
7,2000-01-08,0.0976270078546495,0,1.0776153952586938,0.37692697499528294,0.07741723771417615
8,2000-01-09,0.0976270078546495,0,1.3027794396004013,0.033438928508628576,0.08714152032225009
9,2000-01-10,0.0976270078546495,0,1.5313477570160718,0.6805672443551206,0.03630069307877987
10,2000-01-11,0.0976270078546495,0,1.7617165771660122,-1.563496690099942,0.2719265378743041
11,2000-01-12,0.0976270078546495,0,1.9931081631013903,-0.5666976204319573,0.07962604938298254
12,2000-01-13,0.0976270078546495,0,2.2254464176095294,-0.24214951424260323,0.0456249598623127
13,2000-01-14,0.0976270078546495,0,2.457851919721497,1.5143912837240117,0.006243298397646124
14,2000-01-15,0.0976270078546495,0,2.6902574218334654,-0.3330574014413246,0.03139196018755976
15,2000-01-16,0.0976270078546495,0,2.922662923945433,0.0473648172902994,0.017008684971937915
16,2000-01-17,0.0976270078546495,0,3.1550684260574013,1.4627404474484047,0.003273772409528825
17,2000-01-18,0.0976270078546495,0,3.3874739281693684,1.5350291291191829,0.0024139122661527906
18,2000-01-19,0.0976270078546495,0,3.619879430281337,0.5664400380293182,0.00504013247887256
19,2000-01-20,0.0976270078546495,0,3.852284932393304,0.1492650917123343,0.006062982322402414
20,2000-01-21,0.0976270078546495,0,4.084690434505271,-1.0782780025830905,0.016400952355753156
21,2000-01-22,0.0976270078546495,0,4.317095936617241,1.3954722703060645,0.0010954701464568574
22,2000-01-23,0.0976270078546495,0,4.549501438729208,1.7874840455630026,0.0005867047020069942
23,2000-01-24,0.0976270078546495,0,4.781906940841176,-0.5695172638907428,0.004910433163506465
24,2000-01-25,0.0976270078546495,0,5.014312442953145,0.17538653266921242,0.0018479055450304227
25,2000-01-26,0.0976270078546495,0,5.246717945065112,-0.4625055394360726,0.0027719178074888883
26,2000-01-27,0.0976270078546495,0,5.479123447177081,-1.085800595475628,0.004097712879676455
27,2000-01-28,0.0976270078546495,0,5.711528949289048,0.6397359949354733,0.0005783864074428249
28,2000-01-29,0.0976270078546495,0,5.943934451401016,-0.38586333644309273,0.0012784913124072733
29,2000-01-30,0.0976270078546495,0,6.176339953512984,-0.7757623533740768,0.0014965676240073496
30,2000-01-31,0.0976270078546495,0,6.408745455624953,0.9957113486470573,0.00020175423741974893
31,2000-02-01,0.0976270078546495,0,6.641150957736918,-1.9332047794071159,0.0029915919103472507
32,2000-02-02,0.0976270078546495,0,6.873556459848887,0.24853062742969095,0.00026758038536823045
33,2000-02-03,0.0976270078546495,0,7.105961961960856,-0.03124533542395122,0.0002805608086178348
34,2000-02-04,0.0976270078546495,0,7.3383674640728245,-0.13947396248967217,0.00024779792932816825
35,2000-02-05,0.0976270078546495,0,7.570772966184791,-0.19065597921264138,0.00020672514882981948
36,2000-02-06,0.0976270078546495,0,7.803178468296759,0.44863752749053837,8.646079885037776e-05
37,2000-02-07,0.0976270078546495,0,8.035583970408727,-0.992429771658585,0.0002895572162837627
38,2000-02-08,0.0976270078546495,0,8.267989472520696,-0.22593965569142896,0.00010663985303114372
39,2000-02-09,0.0976270078546495,0,8.50039497463266,-1.6545707665122271,0.0003527229506389759
40,2000-02-10,0.0976270078546495,0,8.732800476744632,-0.6397226377122045,0.00010133473810180372
41,2000-02-11,0.0976270078546495,0,8.965205978856597,-0.47941980121364003,6.842381502279211e-05
42,2000-02-12,0.0976270078546495,0,9.197611480968567,0.3113635032767906,2.4594728473400734e-05
43,2000-02-13,0.0976270078546495,0,9.430016983080533,-0.7760204669235409,5.7830169222051255e-05
44,2000-02-14,0.0976270078546495,0,9.662422485192502,-0.30736481038200775,2.8687154371924777e-05
45,2000-02-15,0.0976270078546495,0,9.89482798730447,-0.36652394095310614,2.412390043035182e-05
46,2000-02-16,0.0976270078546495,0,10.127233489416438,1.1197119621889602,4.325646733300114e-06
47,2000-02-17,0.0976270078546495,0,10.359638991528406,-0.4579224204039029,1.6606439526065744e-05
48,2000-02-18,0.0976270078546495,0,10.592044493640373,0.42539339846964996,5.441578707824764e-06
49,2000-02-19,0.0976270078546495,0,10.82444999575234,-0.027971183469780222,6.787130885279028e-06
